file_id,project_id,file_name,file_type
274620,11601,Thematic Analysis.nvpx,nvpx
274621,11602,MASTER AGGREGATED.nvpx,nvpx
274622,11603,MASTER AGGREGATED.nvpx,nvpx
274624,11604,pone.0249390.s009.nvpx,nvpx
274627,11605,S4 FILE.atlproj,atlproj
274641,11607,pgph.0001429.s002.mx22,mx22
274642,11608,Tesis43.mx22,mx22
274766,11645,Midstream and downstream behavioural patterns.nvp,nvp
274767,11645,Upstream behavioural patterns.nvp,nvp
274779,11646,1 - Constructive turn - Nvivo project file (Mac).qdpx,qdpx
274859,11652,SLR_Analysis_updated_2023.nvp,nvp
274862,11652,SLR_Analysis_updated_2023_for_MAC.nvpx,nvpx
274863,11653,2005 plan.nvp,nvp
274864,11653,1968 plan.nvp,nvp
274865,11653,2018 plan.nvp,nvp
274944,11705,Visual analysis of Kindchenschema - Nvivo 12.nvp,nvp
274966,11713,Amazon Dataset.qdpx,qdpx
274967,11713,Genetic Companies Dataset.atlproj,atlproj
274968,11713,Amazon Dataset.atlproj,atlproj
274969,11713,Genetic Companies Dataset.qdpx,qdpx
274985,11722,JBE_SocialEntrepreneurship_network analysis (Adélie Ranville 2021-05-14).atlproj,atlproj
275004,11730,Collectitude_CodeSystem_20211230.mtr,mtr
275005,11731,voluntariado_exemplo_MAXQDA_V4.mx24,mx24
275006,11732,SBOM data analysis_backup-20230125-232849.mx22,mx22
275007,11732,SBOM data analysis_backup-20230124-215119.mx22,mx22
275015,11739,Appendix 1_MAXQDA 09-2023 Data coding- EU Externalization of borders - Policy Frameworks on Migration with AFrica- HoA region - Case Sudan 2015-2020.mx22,mx22
275036,11741,Data Labelling & Encoding.mx20,mx20
275052,11746,Populism Abbas Netanyahu Speeches at UNGA 2010-19 MAXQDA code.mx20,mx20
275108,11773,categorização maxqda estigma na américa latina.mx24,mx24
275122,11786,"Tiny scratches_interviews, codes.mx24",mx24
275146,11797,Telegram_Analysis_final.mx24,mx24
275859,12070,Dr_Akinyemi_PhD_Updated_19_6_27042020.nvp,nvp
276288,12295,coded-dataset.qdpx,qdpx
276872,12551,QualitativeCodingResults.nvp,nvp
290207,16867,GenCloneFiles.sea,sea
290208,16867,GenoDive.sea,sea
290209,16867,InputFiles.sea,sea
291513,18624,DS_education_1_review_thematic_analysis.nvp,nvp
291540,18626,Anonymisiert_Paludi_Rawdata.mx24,mx24
291605,18630,eCape Energy crisis - anonymisering - final.nvp,nvp
291617,18632,Evidence of controversies.nvp,nvp
291618,18632,Salini Impregilo Sustainability Discourses.nvp,nvp
291658,18638,Analisi testuale.qdpx,qdpx
291675,18640,Asghari edited.mx20,mx20
291731,18643,Populism Morocco Spain border MAXQDA code v2 25 may 2023.mx20,mx20
291761,18648,can2hem.mod,mod
291763,18648,cadifusnpumpOGBendodif.mod,mod
291770,18648,ampa5.mod,mod
291775,18648,constant.mod,mod
291776,18648,cathem.mod,mod
291778,18648,step_release.mod,mod
291784,18648,kamt.mod,mod
291785,18648,naxn.mod,mod
291786,18648,nmda5.mod,mod
291948,18678,code_system.mtr,mtr
292106,18685,Integrative review.nvpx,nvpx
292123,18690,2-MaxQDA-Project.mx22,mx22
292125,18690,3-REFI-QDA-Project.qdpx,qdpx
292165,18698,SDG in EFL.mx20,mx20
292166,18698,SDG in EFL.qdpx,qdpx
292888,18822,Expert_Interviews_TAM.mx24,mx24
294636,18961,codebook.qdc,qdc
295054,19010,1.1.2. The Primary Coding.mx20,mx20
295055,19010,1.2.2. The Secondary Coding.mx20,mx20
295298,19019,CHILDREN AND YOUTH_COMPLETE_2026_22.03.26.mqda,mqda
295626,19086,TikTok-Atlas.ti.hpr7,hpr7
295629,19087,USMOV GDdocentes.mx20,mx20
295630,19087,USMOV GDdocentes.qdpx,qdpx
295670,19095,CHILDREN AND YOUTH_COMPLETE_2026_22.03.26.mqda,mqda
295715,19102,dr tirta.nvp,nvp
295738,19109,Grille de codage_RE.nvp,nvp
295865,19127,Ugel 02 Lima .mx20,mx20
295866,19127,Ugel 02 Lima .qdpx,qdpx
295935,19141,Gaming Horizons - Copy 2.nvp,nvp
295973,19148,PacoteProjetoQDXP_DissertaçãoVivian_RevSist.qdpx,qdpx
296884,19151,Justice_in_ICC_OTP_Public_Communications.mx20,mx20
296885,19151,Justice_in_ICC_OTP_Public_Communications.qdpx,qdpx
296896,19151,Klimawandel.mx20,mx20
297007,19151,Life Satisfaction.mx20,mx20
297024,19151,Medica Proyecto.mx20,mx20
297063,19151,Project.mx20,mx20
297210,19151,Voluntariado.mx20,mx20
298565,19880,Database MAXQDA article Populism and Borders.mx20,mx20
298567,19881,China_Laos_railway_Xinhua_JW.mx20,mx20
298568,19881,Laos-China_railway_TheLaotianTimes_FR.mx20,mx20
298591,19882,yıldız & kayır.mx20,mx20
298592,19883,Social Cost of Carbon Full_backup-20220420-183933_backup-20220426-190220.mx22,mx22
298595,19884,Experteninterviews Diss Jan 23.mx22,mx22
298613,19885,Master Thesis.mx22,mx22
298618,19886,NEU.mx22,mx22
298619,19886,NEU v2.mx22,mx22
298620,19886,NEU YU.mx22,mx22
298626,19887,Attachment 6 - Claudia Schäfer Experteninterviews.mx24,mx24
298630,19888,Experteninterview MaxQDA filled.mx24,mx24
298637,19889,EUCommission_PressData_HarvardDataverse.nvpx,nvpx
298638,19890,PhD_Fieldwork Analysis_Konya.nvpx,nvpx
298639,19890,PhD_Fieldwork Analysis.nvpx,nvpx
298640,19890,PhD_Fieldwork Analysis_Urfa.nvpx,nvpx
298641,19891,afd_skepticism_qda_replic.nvpx,nvpx
298649,19892,2023_05_08_McGlade-Bouchard_Nvivo_evidence.nvpx,nvpx
298651,19893,Putin's Speeches January 15 2021 clean.nvpx,nvpx
298655,19894,ANLibs_CodedTranscripts_20211204_v15.qdpx,qdpx
299043,19910,Qualitative review _ maxqda file.mx22,mx22
299047,19911,Dissertation final.atlproj,atlproj
299057,19913,Impact standards 11 OCT 2019 Cleaned.atlproj,atlproj
299175,19917,SG - CR NL Coded data Rijksoverheid.atlproj,atlproj
299198,19919,Atlas.ti_codebook.qdc,qdc
299321,19924,Masterthesis Sjim.nvpx,nvpx
299551,19933,Miriam Audio Diaries.atlproj,atlproj
299583,19935,Study3.AtlPac,atlpac
299584,19936,Study 1.AtlPac,atlpac
299585,19937,Study 2.AtlPac,atlpac
299614,19945,Kennis & Gebruik 1 (Gabriel Taban 2025-04-25).qdpx,qdpx
299615,19945,Kennis & Gebruik 2 (Gabriel Taban 2025-04-25).qdpx,qdpx
299616,19945,Kennis & Gebruik 3 (Gabriel Taban 2025-04-25).qdpx,qdpx
299811,19968,Transcripts - Anonymised.qdpx,qdpx
300027,20011,s3 study_role_of_patient-2022-10-31T14-06.atlproj,atlproj
300873,20058,Brand Activism and GenZ.qdpx,qdpx
301925,20128,Road to Consumption_Qualitative Data.nvp,nvp
302124,20144,Tina Sahakian_Evidence based management process_Processed data_REFI QDA.qdpx,qdpx
304069,20151,SpekErmersMilota-Codebook.qdc,qdc
304481,20200,Paradoxes in Blockchain-Technology -MA- Codebook MAXQDA2022 - Code System.qdc,qdc
304482,20200,Paradoxes in Blockchain-Technology- MA MAXQDA2022 - Code System.mtr,mtr
304556,20216,RAC_Behavioral_biases.nvp,nvp
304840,20262,Oil_and_Gas_Methane_Emissions_Scoping_Review_Vollrath_MSc_2022.nvp,nvp
304841,20262,Oil_and_Gas_Methane_Emissions_Scoping_Review_Vollrath_MSc_2022.qdpx,qdpx
304861,20264,NVIVO project.nvp,nvp
304899,20269,QNA_Mayer(Mac)_20140716.nvpx,nvpx
304900,20269,QNA_Mayer(Win)_20140716.nvp,nvp
304901,20269,QNA_McLean_20140716.nvpx,nvpx
304902,20269,QNA_Nichol_20140716.nvp,nvp
304903,20269,QNA_Smith_20140716.nvp,nvp
304904,20269,QNA_Wallace_20140716.nvpx,nvpx
304905,20269,QNA_Wallace_W.nvpx,nvpx
304908,20270,QNA_REVISED-MCLEAN-20140520.NVPX,nvpx
304909,20270,QNA_REVISED-MCLEAN-20140612.NVPX,nvpx
304910,20270,QNA_REVISED_MCLEAN.NVPX,nvpx
304911,20270,QNA_REVISED_NICHOL_20140520.nvp,nvp
304912,20270,QNA_REVISED_NICHOL_20140617.nvp,nvp
304913,20270,QNA_REVISED-NICHOL-JH_COMMENTS-20140612.nvp,nvp
304914,20270,QNA_REVISED_NICHOL.nvp,nvp
304915,20270,QNA_REVISED_NICHOL.NVPX,nvpx
304916,20270,QNA_REVISED_SMITH_20140523.NVP,nvp
304917,20270,QNA_REVISED_SMITH.NVPX,nvpx
304918,20270,QNA_REVISED_WALLACE(1)_20140519_to_20140606.nvpx,nvpx
304919,20270,QNA_REVISED-WALLACE-20140519.NVPX,nvpx
304920,20270,QNA_REVISED_WALLACE-JH_ADDITIONS_20140611.nvpx,nvpx
304921,20270,QNA_REVISED_WALLACE-JH_ADDITIONS_20140617.nvpx,nvpx
304922,20270,QNA_REVISED_WALLACE-JH_ADDITIONS-W-20141210.NVPX,nvpx
304923,20270,QNA_REVISED_WALLACE.NVPX,nvpx
304924,20270,QNA_TEST_CAMPBELL.NVPX,nvpx
304925,20270,QNA_TEST_HARRIS_20140427.NVPX,nvpx
304926,20270,QNA_TEST_MAYER(MAC)_20140427.NVPX,nvpx
304927,20270,QNA_TEST_MAYER.nvpx,nvpx
304928,20270,QNA_TEST_MAYER(WIN)_2014-0427.NVP,nvp
304929,20270,QNA_TEST_MCLEAN_COMPLETED.NVPX,nvpx
304930,20270,QNA_TEST_MCLEAN.NVPX,nvpx
304931,20270,QNA_TEST_NICHOL-20140424.nvp,nvp
304932,20270,QNA_TEST_NICHOL.nvp,nvp
304933,20270,QNA_TEST-SMITH-20140423.NVP,nvp
304934,20270,QNA_TEST_SMITH-20140425.nvp,nvp
304935,20270,QNA_TEST_SMITH.nvp,nvp
304936,20270,QNA_TEST_WALLACE_20140425.nvpx,nvpx
304937,20270,QNA_TEST_WALLACE.nvpx,nvpx
304938,20271,Chapter 6 SDG Post-2015 Corpus.nvp,nvp
304941,20273,Chapter 8 AbuZayd Report.nvp,nvp
304942,20273,Chapter 8 Global Compacts.nvp,nvp
304944,20274,Chapter 7 IOM (NVivo 12).nvp,nvp
304946,20275,Chapter 5 GFMD.nvp,nvp
304948,20276,Chapter 4 GFMD Chair Reports.nvp,nvp
304956,20279,Study 4_Harsh Feedback.nvpx,nvpx
304957,20280,Study 3_Student Feedback to Teachers.nvpx,nvpx
304969,20282,Study 2_Incentives and Motivations.nvpx,nvpx
304983,20286,eDNA_CURE_theme_analysis.nvp,nvp
305123,20302,COMENTARIOS_TIKTOK.qdpx,qdpx
305125,20309,International_Criminal_Law_Charging_Document_Database_v6.qdpx,qdpx
305126,20309,International Criminal Law Charging Document Database v7.qdpx,qdpx
305131,20309,International Criminal Law Charging Document Database v6.mx20,mx20
305132,20309,International Criminal Law Charging Document Database v7.mx20,mx20
305315,20343,MQS 4.nvp,nvp
305318,20343,MQS Study using PSI Codes 7.nvp,nvp
305323,20344,2.27.20 NVivo STEPP file Dataverse.nvp,nvp
305324,20346,Quality_Deidentified_6.29.21.nvp,nvp
305325,20347,NVivo file with new tweets added 11.19.24.nvp,nvp
305326,20348,NVivo file paradox theory 12.26.22.nvp,nvp
305328,20349,Factors accounting for the students' views and gender.nvpx,nvpx
305390,20397,Longitudinaal fietsen met tegenwind 16-2.atlproj,atlproj
305441,20399,COMUNICANCER_GRUPOS DISCUSIÓN.qdpx,qdpx
305473,20403,PHD intercultural Bible reading forgiveness Export.atlproj,atlproj
305490,20404,20160727PBdata.atlcd.hpr7,hpr7
305545,20409,Deelonderzoek LVB.qdpx,qdpx
305546,20409,Deelonderzoek ODM SH.qdpx,qdpx
305547,20409,Deelonderzoek OD.qdpx,qdpx
305548,20409,Deelonderzoek PZ.qdpx,qdpx
305549,20409,Dokters van de Wereld.qdpx,qdpx
305645,20417,Procesevaluatie 2.1.qdc,qdc
312382,20534,4 Primary documents.qdpx,qdpx
312383,20534,5 Processed data.qdpx,qdpx
313687,20650,Kastner Senior Seminar Project WORKING.mx5,mx5
313749,20652,MAXQDA dataverse file - Evans.mx5,mx5
314747,20772,Italian parties.nvpx,nvpx
316004,20864,Coding Low-end Interviews_sortiert anonym.mx20,mx20
316563,20924,interview_coding.atlproj,atlproj
316564,20925,Study 1 MaxQDA.mx3,mx3
316570,20931,MEPIT 2023 RESPALDO (Mobile46 2024-06-19).qdpx,qdpx
316572,20932,Prosecution_Appeals_Briefs_V1.qdpx,qdpx
316574,20932,Prosecution_Appeals_Briefs_V1.mx20,mx20
316577,20933,03_Nacey_Replication_data_Systematic_metaphors_QDA_metaphor_analysis.qdpx,qdpx
316578,20934,Sensing Risk (bertisum 2020-04-02).qdpx,qdpx
316658,20935,Blackout Tuesday.qdpx,qdpx
316660,20936,Brand Activism - Black Friday.qdpx,qdpx
317529,21008,GIBSON MaxQDA File.mx5,mx5
317534,21009,Weinberg MAXQDA File.mx5,mx5
317544,21010,KPI_Research_ComAgri_2023.02.12.mx22,mx22
317547,21010,Role of KPIs.mx22,mx22
317550,21011,Kelsey Hough MAXQDA Final.mx5,mx5
317557,21013,Experteninterviews.mx22,mx22
317569,21015,Holevas MAXQDA.mx5,mx5
317573,21016,Devoy Final MaxQDA.mx5,mx5
317593,21021,Commodifying Compassion USAID Nvivo Database.nvp,nvp
317596,21022,Qualitative_Data_NVivo.nvp,nvp
317706,21027,coding interview data 访谈数据NVivo编码.nvpx,nvpx
317728,21030,client coding master project (NVivo R1.6) Final.nvp,nvp
351899,21662,Aesthetics and Information.nvpx,nvpx
352003,21703,open_responses_Atlas_file.atlproj,atlproj
352005,21704,BMS curriculum study.atlproj,atlproj
352006,21705,Study strategies_AtlasFile_final.atlproj,atlproj
354181,21745,analisis atlas.hpr7,hpr7
354198,21746,IDDC_USI_KII.hpr7,hpr7
354204,21747,"Atlas work AI illness, access and utilization 11 at noon.hpr7",hpr7
354205,21748,"backup of Steun sociaal netwerk, focusgroepen, verdere onderverdeling.hpr7",hpr7
354206,21749,Hercodering transcripten Thuisrevalidatie.hpr7,hpr7
354210,21750,CroppingCalendarDeviation.hpr7,hpr7
356229,21753,ASHRAE9012016_ApartmentMidRise_Denverout.mtr,mtr
356230,21753,ASHRAE9012016_Hospital_Denverout.mtr,mtr
356231,21753,ASHRAE9012016_HotelLarge_Denverout.mtr,mtr
356232,21753,ASHRAE9012016_HotelSmall_Denverout.mtr,mtr
356233,21753,ASHRAE9012016_OfficeLarge_Denverout.mtr,mtr
356234,21753,ASHRAE9012016_OfficeMedium_Denverout.mtr,mtr
356235,21753,ASHRAE9012016_OfficeSmall_Denverout.mtr,mtr
356236,21753,ASHRAE9012016_OutPatientHealthCare_Denverout.mtr,mtr
356237,21753,ASHRAE9012016_RestaurantFastFood_Denverout.mtr,mtr
356238,21753,ASHRAE9012016_RestaurantSitDown_Denverout.mtr,mtr
356239,21753,ASHRAE9012016_RetailStandalone_Denverout.mtr,mtr
356240,21753,ASHRAE9012016_RetailStripmall_Denverout.mtr,mtr
356241,21753,ASHRAE9012016_SchoolPrimary_Denverout.mtr,mtr
356242,21753,ASHRAE9012016_SchoolSecondary_Denverout.mtr,mtr
356243,21753,ASHRAE9012016_Warehouse_Denverout.mtr,mtr
356244,21753,ASHRAE9012016_ApartmentHighRise_Denverout.mtr,mtr
356248,21755,FINAL THESIS.mx12,mx12
356280,21756,thesis data.mx12,mx12
356301,21757,PhD.mx20,mx20
356303,21758,CARGAP_ConstraintsAccessTorRightsGermanAsylumProcedure.mx22,mx22
356304,21759,MasterdateiDL.mx22,mx22
356318,21760,Salient and contested scientific evidence in debates over sustainable transformation_pesticide policymaking in Switzerland.mx22,mx22
356319,21761,FINAL CFIR verified.mx22,mx22
356320,21762,Friberger MAX Coding File.mx5,mx5
356324,21763,DerbyshireMAXQDAfile.mx5,mx5
356327,21764,STIGMA ASSOCIATED WITH CLEFT LIP & PALATE.nvp,nvp
356332,21765,v. Nvivo_Public repository.nvp,nvp
356333,21766,AZ project.nvp,nvp
356336,21767,EU public values in energy and IT policies - coding and analysis.nvp,nvp
356338,21768,CPS.nvp,nvp
356339,21769,FPA_Military_Statecraft_Doctrinal_Uncertainty.ppj,ppj
356348,21770,Partek_Gene_Diff_Project.ppj,ppj
356349,21770,Partek_Isoform_Diff_Project.ppj,ppj
357579,22111,Occbin_NK_baseline_CapitalTax.mod,.mod
357580,22111,Occbin_NK_baseline_LaborTax.mod,.mod
357581,22111,Occbin_NK_baseline.mod,.mod
357582,22111,Occbin_NK_baseline_RevenueTax.mod,.mod
357583,22111,Occbin_NK_extended_HighRhoT.mod,.mod
357584,22111,Occbin_NK_extended.mod,.mod
357709,22112,modelG.mod,.mod
357710,22112,model_htm.mod,.mod
357852,22114,mainmodel_tfpunc.mod,.mod
357853,22114,mainmodel_tfpunc_nocov.mod,.mod
358095,22120,transition.mod,.mod
358152,22121,FIG_C1_base_model.mod,.mod
358153,22121,FIGs_C2_C3_C4_growth_base_model.mod,.mod
358291,22123,baseline.mod,.mod
358471,22130,ss_constrained.mod,.mod
358472,22130,ss_unconstrained.mod,.mod
358473,22130,transition_ramsey.mod,.mod
358474,22130,transition_ramsey_traditional.mod,.mod
363185,22155,04 Fletcher_20111111_video.MOD,mod
363187,22155,05 Fletcher_20111111_video.MOD,mod
363195,22156,06 Baltussen_20111111_video.MOD,mod
366773,23994,C3NViVoYouthIn-DepthUncoded.nvp,nvp
383710,24580,lc_gti_2009.qdp,qdp
383713,24580,lc_global.qdp,qdp
383718,24580,lc_gti_2012.qdp,qdp
383720,24580,lc_gti_2011.qdp,qdp
383723,24583,memecode-BAND-unificado.atlpac,atlpac
383724,24584,memecode-SBT-22122015-daniel.atlpac,atlpac
383884,24706,Maxqda categorisation.mx12,mx12
383948,24767,pone.0216489.s002.mx12,mx12
384041,24849,Thesis NVivo File Final.nvp,nvp
384053,24859,Contextual factors influencing CHC.nvp,nvp
384084,24869,BioDiv_survey_HumboldtCenter.mx18,mx18
384091,24876,pone.0237735.s002.mx4,mx4
384093,24878,pone.0239778.s001.nvp,nvp
384131,24915,TextAnalysis.nvp,nvp
384217,24996,Metodologías activas en Educación Superior_20210408.mx20,mx20
384346,25094,Endometrial Scratch Forum Posts.nvp,nvp
384349,25094,Intralipid in The Daily Mail.nvp,nvp
384371,25116,Focus Groups (1).mx20,mx20
384411,25155,bb64_5.mx3,mx3
384412,25155,gl64_5_S3.mx3,mx3
384415,25155,gl64_5.mx3,mx3
384418,25155,sk64_5.mx3,mx3
384420,25155,wire_S3_2.mx3,mx3
384421,25155,bb64_S3.mx3,mx3
384422,25155,sk64_5_S3.mx3,mx3
384593,25296,Newspaper Columns.mx20,mx20
384601,25303,Data.mx20,mx20
384602,25304,Meta-study.mx20,mx20
384603,25305,Interview Data.nvp,nvp
384604,25306,escrita-cientifica-nvivo.nvp,nvp
384608,25307,Sin of Omission - Coded data - Jul 2022.nvp,nvp
384609,25308,FeV_SingleLayer_2um_with_Tri_Notches.mx3,mx3
384610,25308,FeV_SAF_2um_with_Tri_Notches.mx3,mx3
384611,25308,FeV_SingleLayer_2um.mx3,mx3
384612,25308,FeV_SingleLayer_2um_Diffusive.mx3,mx3
384613,25308,FeV_SAF_2um.mx3,mx3
384614,25308,FeV_SAF_2um_Diffusive.mx3,mx3
384618,25309,Endo.nvp,nvp
384619,25310,Defenses against Investigative Journalism.nvp,nvp
384620,25311,PINBook - 20 top shares (FigShare).nvp,nvp
384625,25312,Risk and the Reasonable Refugee - Coded data - Jul 2022.nvp,nvp
384632,25313,1M_4R.mod,mod
384635,25314,file for andrew.nvp,nvp
384636,25315,Codering vragen ouders.mx22,mx22
384637,25315,Codering interviews professionals.mx22,mx22
384638,25315,Codering observaties.mx22,mx22
384639,25315,Coding parent-child neighbourhood interventions_incl keuze.mx22,mx22
384640,25316,Qualitative data.nvp,nvp
384641,25317,Coaches Interviews Open Acess.nvp,nvp
384642,25318,ID48_03.07.22.MOD,MOD
384645,25319,coding result on questionniare 2-coder B.nvp,nvp
384646,25319,coding result on questionniare 1-coder A.nvp,nvp
384647,25319,coding result on questionniare 1-coder B.nvp,nvp
384648,25319,coding result on questionniare 2-coder A.nvp,nvp
384653,25320,word frequency.nvp,nvp
384654,25320,survey analysis.nvp,nvp
384655,25320,content analysis.nvp,nvp
384656,25321,Dataset II_Nvivo database on staff interview transcripts about faculty faculty development for online teaching_v1 01-06-2023.nvp,nvp
384657,25322,cakecut_m.mod,mod
384666,25322,tools_m.mod,mod
384670,25323,Wang et al - qualitative - raw data and analysis (NVivo 12).nvp,nvp
384673,25324,fx_tr_mx_3.mod,mod
384674,25324,fx_tr_jamaica_3.mod,mod
384690,25325,Project.nvp,nvp
384691,25326,War Child_Social contact_copy 14-6-22.nvp,nvp
384692,25327,MANUTENÇÃO DA ATIVIDADE FÍSICA classificação.nvp,nvp
